test,slot,mode,frames,wall_ms,bitdiff,calls,perframe,start_ms,end_ms
1,0,0,160,12.168200000,0,0,218,302564796,302566750
1,1,1,160,12.112043750,0,34880,218,302567109,302569046
1,2,1,160,12.128425000,0,34880,218,302569421,302571359
1,3,0,160,12.179056250,0,0,218,302571734,302573671
1,4,0,160,12.170743750,0,0,218,302574046,302576000
1,5,1,160,12.137762500,0,34880,218,302576359,302578296
1,6,1,160,12.143150000,0,34880,218,302578671,302580609
1,7,0,160,12.184187500,0,0,218,302580984,302582937
2,0,0,160,12.195593750,0,0,218,302583312,302585250
2,1,2,160,12.138968750,0,34880,218,302585625,302587562
2,2,2,160,12.139450000,0,34880,218,302587937,302589875
2,3,0,160,12.189512500,0,0,218,302590250,302592203
2,4,0,160,12.190918750,0,0,218,302592578,302594515
2,5,2,160,12.146306250,0,34880,218,302594890,302596828
2,6,2,160,12.146412500,0,34880,218,302597203,302599140
2,7,0,160,12.202668750,0,0,218,302599515,302601468
3,0,0,160,12.198675000,0,0,218,302601843,302603796
3,1,3,160,12.150981250,0,34880,218,302604156,302606109
3,2,3,160,12.175943750,0,34880,218,302606468,302608421
3,3,0,160,12.201837500,0,0,218,302608796,302610750
3,4,0,160,12.194187500,0,0,218,302611109,302613062
3,5,3,160,12.169931250,0,34880,218,302613437,302615390
3,6,3,160,12.151368750,0,34880,218,302615750,302617703
3,7,0,160,12.206256250,0,0,218,302618062,302620015
