mode,slot,candidate,launches,mean_us,byte_diff,checked_bytes,start_ms,end_ms
3,0,0,132,1562.204545455,0,26542080,271366078,271366281
3,1,1,127,1586.480314961,0,26542080,271366406,271366609
3,2,1,125,1587.768000000,0,26542080,271366734,271366937
3,3,0,121,1586.619834711,0,26542080,271367046,271367250
3,4,0,127,1585.637795276,0,26542080,271367375,271367562
3,5,1,127,1589.267716535,0,26542080,271367687,271367890
3,6,1,127,1590.992125984,0,26542080,271368015,271368218
3,7,0,126,1588.119047619,0,26542080,271368343,271368546
