region,round,slot,cut,prefix_ms,gpu_frame_ms,tail_ms,wall_ms
0,0,0,0,0.000000000,10.507900238,10.507900238,11.123100000
0,0,1,1,0.908460021,10.588760376,9.680299759,10.870900000
0,0,2,1,0.908439994,10.542739868,9.634300232,10.814800000
0,0,3,0,0.000000000,11.144539833,11.144539833,11.509500000
0,1,0,0,0.000000000,11.065259933,11.065259933,11.405500000
0,1,1,1,0.885100007,10.591199875,9.706100464,10.844100000
0,1,2,1,0.908240020,10.615440369,9.707200050,10.851100000
0,1,3,0,0.000000000,10.930800438,10.930800438,11.262500000
0,2,0,0,0.000000000,10.498579979,10.498579979,11.086000000
0,2,1,1,0.900640011,10.580840111,9.680199623,10.834800000
0,2,2,1,0.927919984,10.612319946,9.684399605,10.905800000
0,2,3,0,0.000000000,11.184760094,11.184760094,11.511900000
0,3,0,0,0.000000000,10.875960350,10.875960350,11.182700000
0,3,1,1,0.964320004,10.592419624,9.628100395,10.904900000
0,3,2,1,0.913139999,10.573840141,9.660699844,10.840300000
0,3,3,0,0.000000000,10.884200096,10.884200096,11.158800000
0,4,0,0,0.000000000,10.803319931,10.803319931,11.117600000
0,4,1,1,0.899659991,10.979459763,10.079799652,11.306200000
0,4,2,1,0.894599974,10.604100227,9.709500313,10.940300000
0,4,3,0,0.000000000,10.787320137,10.787320137,11.033800000
0,5,0,0,0.000000000,10.901519775,10.901519775,11.176000000
0,5,1,1,0.896640003,10.636340141,9.739700317,10.956200000
0,5,2,1,0.921379983,10.612779617,9.691399574,10.901700000
0,5,3,0,0.000000000,10.815699577,10.815699577,11.109500000
0,6,0,0,0.000000000,11.208499908,11.208499908,11.532300000
0,6,1,1,0.908219993,10.553119659,9.644900322,10.887200000
0,6,2,1,0.913360000,10.574159622,9.660799980,10.824200000
0,6,3,0,0.000000000,10.738240242,10.738240242,11.002300000
0,7,0,0,0.000000000,10.797800064,10.797800064,11.105800000
0,7,1,1,0.925480008,10.553380013,9.627900124,10.783500000
0,7,2,1,0.914520025,10.615420341,9.700900078,10.851900000
0,7,3,0,0.000000000,10.777099609,10.777099609,11.065300000
0,8,0,0,0.000000000,11.173640251,11.173640251,11.481600000
0,8,1,1,0.883679986,10.594380379,9.710700035,10.942600000
0,8,2,1,0.930180013,10.508779526,9.578599930,10.858300000
0,8,3,0,0.000000000,10.858420372,10.858420372,11.132300000
0,9,0,0,0.000000000,10.759140015,10.759140015,11.031000000
0,9,1,1,0.899360001,10.538660049,9.639300346,10.857300000
0,9,2,1,0.924700022,10.626500130,9.701800346,10.922900000
0,9,3,0,0.000000000,10.876720428,10.876720428,11.127400000
0,10,0,0,0.000000000,10.950400352,10.950400352,11.212000000
0,10,1,1,0.902499974,10.608400345,9.705900192,10.915400000
0,10,2,1,0.905700028,10.626399994,9.720700264,10.884000000
0,10,3,0,0.000000000,10.728879929,10.728879929,11.039500000
0,11,0,0,0.000000000,10.809220314,10.809220314,11.072200000
