frame,reset,wall_ms,invalid,rgb_min,rgb_max,luma_mean,roi_luma_mean,dark_pixels,roi_dark_pixels,changed_half_values_from_first,maxabs_from_first,checked
0,1,1265.267000,0,0,0.999511719,0.0100132575,0.0156972295,841990,273935,0,0,1
1,1,25.145000,,,,,,,,,,0
2,1,14.087000,,,,,,,,,,0
3,1,13.336000,,,,,,,,,,0
4,1,13.282000,,,,,,,,,,0
5,1,13.466000,,,,,,,,,,0
6,1,13.252000,,,,,,,,,,0
7,1,13.198000,,,,,,,,,,0
8,1,13.157000,,,,,,,,,,0
9,1,13.358000,,,,,,,,,,0
10,1,13.178000,,,,,,,,,,0
11,1,13.352000,,,,,,,,,,0
12,1,13.243000,,,,,,,,,,0
13,1,13.400000,,,,,,,,,,0
14,1,13.399000,,,,,,,,,,0
15,1,13.340000,,,,,,,,,,0
16,1,12.794000,,,,,,,,,,0
17,1,12.654000,,,,,,,,,,0
18,1,12.605000,,,,,,,,,,0
19,1,12.896000,,,,,,,,,,0
20,1,12.864000,,,,,,,,,,0
21,1,12.939000,,,,,,,,,,0
22,1,12.965000,,,,,,,,,,0
23,1,13.017000,,,,,,,,,,0
24,1,12.976000,,,,,,,,,,0
25,1,12.940000,,,,,,,,,,0
26,1,13.055000,,,,,,,,,,0
27,1,12.944000,,,,,,,,,,0
28,1,13.130000,,,,,,,,,,0
29,1,13.041000,,,,,,,,,,0
30,1,12.995000,,,,,,,,,,0
31,1,13.033000,,,,,,,,,,0
32,1,13.018000,,,,,,,,,,0
33,1,13.025000,,,,,,,,,,0
34,1,13.117000,,,,,,,,,,0
35,1,13.133000,,,,,,,,,,0
36,1,13.160000,,,,,,,,,,0
37,1,13.058000,,,,,,,,,,0
38,1,13.075000,,,,,,,,,,0
39,1,13.139000,,,,,,,,,,0
40,1,13.091000,,,,,,,,,,0
41,1,13.089000,,,,,,,,,,0
42,1,13.058000,,,,,,,,,,0
43,1,13.055000,,,,,,,,,,0
44,1,13.044000,,,,,,,,,,0
45,1,13.086000,,,,,,,,,,0
46,1,13.044000,,,,,,,,,,0
47,1,13.087000,,,,,,,,,,0
48,1,13.084000,,,,,,,,,,0
49,1,12.974000,,,,,,,,,,0
50,1,13.062000,,,,,,,,,,0
51,1,13.054000,,,,,,,,,,0
52,1,13.007000,,,,,,,,,,0
53,1,13.067000,,,,,,,,,,0
54,1,13.089000,,,,,,,,,,0
55,1,13.032000,,,,,,,,,,0
56,1,13.305000,,,,,,,,,,0
57,1,13.278000,,,,,,,,,,0
58,1,13.239000,,,,,,,,,,0
59,1,13.099000,,,,,,,,,,0
60,1,13.251000,,,,,,,,,,0
61,1,13.192000,,,,,,,,,,0
62,1,13.253000,,,,,,,,,,0
63,1,13.229000,,,,,,,,,,0
64,1,13.252000,,,,,,,,,,0
65,1,13.272000,,,,,,,,,,0
66,1,13.162000,,,,,,,,,,0
67,1,13.163000,,,,,,,,,,0
68,1,13.098000,,,,,,,,,,0
69,1,13.364000,,,,,,,,,,0
70,1,13.532000,,,,,,,,,,0
71,1,13.734000,,,,,,,,,,0
72,1,13.126000,,,,,,,,,,0
73,1,13.245000,,,,,,,,,,0
74,1,13.375000,,,,,,,,,,0
75,1,13.172000,,,,,,,,,,0
76,1,13.243000,,,,,,,,,,0
77,1,13.208000,,,,,,,,,,0
78,1,13.207000,,,,,,,,,,0
79,1,13.214000,,,,,,,,,,0
80,1,13.138000,,,,,,,,,,0
81,1,13.336000,,,,,,,,,,0
82,1,13.324000,,,,,,,,,,0
83,1,13.325000,,,,,,,,,,0
84,1,13.194000,,,,,,,,,,0
85,1,13.279000,,,,,,,,,,0
86,1,13.167000,,,,,,,,,,0
