test,slot,mode,frames,wall_ms,bitdiff,calls,perframe,start_ms,end_ms
1,0,0,160,12.185568750,0,0,218,334530265,334532218
1,1,1,160,11.822306250,4440564,34880,218,334532593,334534484
1,2,1,160,11.832418750,4440564,34880,218,334534843,334536734
1,3,0,160,12.223618750,0,0,218,334537093,334539046
1,4,0,160,12.222425000,0,0,218,334539421,334541375
1,5,1,160,11.830400000,4440564,34880,218,334541734,334543625
1,6,1,160,11.829656250,4440564,34880,218,334543984,334545875
1,7,0,160,12.210406250,0,0,218,334546250,334548203
2,0,0,160,12.236931250,0,0,218,334548562,334550515
2,1,2,160,11.909512500,4463981,34880,218,334550890,334552796
2,2,2,160,11.899018750,4463981,34880,218,334553156,334555062
2,3,0,160,12.220462500,0,0,218,334555421,334557375
2,4,0,160,12.224818750,0,0,218,334557734,334559687
2,5,2,160,11.891831250,4463981,34880,218,334560062,334561968
2,6,2,160,11.896893750,4463981,34880,218,334562328,334564234
2,7,0,160,12.208456250,0,0,218,334564593,334566546
3,0,0,160,12.214300000,0,0,218,334566906,334568859
3,1,3,160,11.821237500,4440564,34880,218,334569218,334571109
3,2,3,160,11.813693750,4440564,34880,218,334571484,334573375
3,3,0,160,12.197018750,0,0,218,334573734,334575687
3,4,0,160,12.257437500,0,0,218,334576046,334578000
3,5,3,160,11.814925000,4440564,34880,218,334578375,334580265
3,6,3,160,11.835568750,4440564,34880,218,334580625,334582515
3,7,0,160,12.229062500,0,0,218,334582875,334584828
