variant,slot,mode,frames,mean_ms,bitdiff,replacements,start_ms,end_ms
1,0,0,200,17.855840000,0,0,255370218,255373796
1,1,1,200,17.888090000,0,3200,255374515,255378093
1,2,1,200,17.921090000,0,3200,255378828,255382406
1,3,0,200,17.948615000,0,0,255383125,255386718
1,4,0,200,17.959905000,0,0,255387437,255391031
1,5,1,200,17.977455000,0,3200,255391765,255395359
1,6,1,200,17.974555000,0,3200,255396078,255399671
1,7,0,200,18.009155000,0,0,255400406,255404015
