test,slot,mode,marked,frames,wall_ms,segment_ms,bitdiff,replacements,start_ms,end_ms
plain_ab,0,0,0,160,17.802731250,0.000000000,0,0,259081781,259084625
plain_ab,1,1,0,160,17.802081250,0.000000000,0,2560,259085171,259088015
plain_ab,2,1,0,160,17.848181250,0.000000000,0,2560,259088562,259091421
plain_ab,3,0,0,160,17.874806250,0.000000000,0,0,259091968,259094828
plain_ab,4,0,0,160,17.903956250,0.000000000,0,0,259095359,259098234
plain_ab,5,1,0,160,17.873243750,0.000000000,0,2560,259098765,259101625
plain_ab,6,1,0,160,17.881750000,0.000000000,0,2560,259102171,259105031
plain_ab,7,0,0,160,17.911681250,0.000000000,0,0,259105578,259108453
