mode,slot,candidate,launches,mean_us,byte_diff,checked_bytes,start_ms,end_ms
3,0,0,559,351.597495528,0,36179968,271360515,271360718
3,1,1,525,363.247619048,0,36179968,271360796,271360984
3,2,1,523,364.629063098,0,36179968,271361046,271361250
3,3,0,539,364.189239332,0,36179968,271361312,271361515
3,4,0,527,364.605313093,0,36179968,271361593,271361781
3,5,1,527,365.267552182,0,36179968,271361843,271362046
3,6,1,537,365.165735568,0,36179968,271362125,271362312
3,7,0,534,365.316479401,0,36179968,271362390,271362578
