test,slot,mode,frames,wall_ms,bitdiff,calls,perframe,start_ms,end_ms
1,0,0,160,16.805250000,0,0,218,323145890,323148578
1,1,1,160,16.831675000,0,34880,218,323149093,323151796
1,2,1,160,16.848612500,0,34880,218,323152296,323155000
1,3,0,160,16.884618750,0,0,218,323155515,323158218
1,4,0,160,16.917293750,0,0,218,323158718,323161437
1,5,1,160,16.907606250,0,34880,218,323161953,323164656
1,6,1,160,16.918318750,0,34880,218,323165171,323167875
1,7,0,160,16.975681250,0,0,218,323168390,323171109
2,0,0,160,16.986443750,0,0,218,323171625,323174343
2,1,2,160,16.978343750,0,34880,218,323174859,323177578
2,2,2,160,16.959431250,0,34880,218,323178093,323180796
2,3,0,160,16.990743750,0,0,218,323181312,323184031
2,4,0,160,16.999412500,0,0,218,323184562,323187281
2,5,2,160,16.997487500,0,34880,218,323187796,323190515
2,6,2,160,16.976593750,0,34880,218,323191031,323193750
2,7,0,160,17.017718750,0,0,218,323194265,323196984
3,0,0,160,17.037381250,0,0,218,323197500,323200234
3,1,3,160,17.024331250,0,34880,218,323200750,323203468
3,2,3,160,17.013887500,0,34880,218,323203984,323206703
3,3,0,160,17.040537500,0,0,218,323207234,323209953
3,4,0,160,17.036150000,0,0,218,323210468,323213203
3,5,3,160,17.043312500,0,34880,218,323213718,323216437
3,6,3,160,17.069868750,0,34880,218,323216968,323219703
3,7,0,160,17.077500000,0,0,218,323220218,323222953
