test,slot,mode,frames,wall_ms,bitdiff,calls,perframe,start_ms,end_ms
1,0,0,160,17.328325000,0,0,218,294963921,294966687
1,1,1,160,17.368268750,0,34880,218,294967218,294970000
1,2,1,160,17.365431250,0,34880,218,294970531,294973296
1,3,0,160,17.380468750,0,0,218,294973828,294976609
1,4,0,160,17.427981250,0,0,218,294977140,294979937
1,5,1,160,17.466600000,0,34880,218,294980468,294983250
1,6,1,160,17.476750000,0,34880,218,294983781,294986578
1,7,0,160,17.508906250,0,0,218,294987109,294989921
2,0,0,160,17.500112500,0,0,218,294990453,294993250
2,1,2,160,17.563200000,0,34880,218,294993781,294996593
2,2,2,160,17.577256250,0,34880,218,294997125,294999937
2,3,0,160,17.554600000,0,0,218,295000468,295003281
2,4,0,160,17.549981250,0,0,218,295003812,295006625
2,5,2,160,17.646981250,0,34880,218,295007156,295009984
2,6,2,160,17.610400000,0,34880,218,295010531,295013343
2,7,0,160,17.589800000,0,0,218,295013875,295016687
3,0,0,160,17.615375000,0,0,218,295017234,295020046
3,1,3,160,17.571400000,0,34880,218,295020578,295023390
3,2,3,160,17.597987500,0,34880,218,295023921,295026734
3,3,0,160,17.642550000,0,0,218,295027281,295030093
3,4,0,160,17.623700000,0,0,218,295030640,295033453
3,5,3,160,17.635981250,0,34880,218,295034000,295036812
3,6,3,160,17.592306250,0,34880,218,295037343,295040171
3,7,0,160,17.585718750,0,0,218,295040703,295043515
