phase,comparison,slot,original,repeats,launches,mean_us,byte_diff,checked_bytes
ffn,0,0,1,1,190,1123.284210526,0,18432000
ffn,0,1,0,1,171,1245.362573099,0,18432000
ffn,0,2,0,1,165,1238.090909091,0,18432000
ffn,0,3,1,1,181,1156.276243094,0,18432000
ffn,1,0,0,1,166,1240.674698795,0,18432000
ffn,1,1,0,2,148,1409.479729730,0,18432000
ffn,1,2,0,2,149,1404.879194631,0,18432000
ffn,1,3,0,1,164,1241.426829268,0,18432000
ffn,2,0,0,1,167,1247.826347305,0,18432000
ffn,2,1,0,4,122,1718.049180328,0,18432000
ffn,2,2,0,4,121,1711.611570248,0,18432000
ffn,2,3,0,1,169,1247.792899408,0,18432000
pack,0,0,1,1,179,1150.167597765,0,18432000
pack,0,1,0,1,149,1408.120805369,0,18432000
pack,0,2,0,1,150,1407.840000000,0,18432000
pack,0,3,1,1,176,1150.477272727,0,18432000
pack,1,0,0,1,152,1411.743421053,0,18432000
pack,1,1,0,2,121,1706.578512397,0,18432000
pack,1,2,0,2,119,1706.680672269,0,18432000
pack,1,3,0,1,149,1411.577181208,0,18432000
pack,2,0,0,1,151,1408.026490066,0,18432000
pack,2,1,0,4,89,2348.202247191,0,18432000
pack,2,2,0,4,89,2348.887640449,0,18432000
pack,2,3,0,1,147,1415.115646259,0,18432000
qkv,0,0,1,1,184,1148.760869565,0,18432000
qkv,0,1,0,1,175,1213.571428571,0,18432000
qkv,0,2,0,1,171,1207.058479532,0,18432000
qkv,0,3,1,1,180,1158.533333333,0,18432000
qkv,1,0,0,1,171,1205.421052632,0,18432000
qkv,1,1,0,2,164,1280.036585366,0,18432000
qkv,1,2,0,2,159,1273.515723270,0,18432000
qkv,1,3,0,1,173,1215.063583815,0,18432000
qkv,2,0,0,1,168,1207.273809524,0,18432000
qkv,2,1,0,4,149,1405.348993289,0,18432000
qkv,2,2,0,4,150,1404.073333333,0,18432000
qkv,2,3,0,1,166,1160.560240964,0,18432000
scores,0,0,1,1,179,1106.983240223,0,18432000
scores,0,1,0,1,169,1154.994082840,0,18432000
scores,0,2,0,1,170,1154.682352941,0,18432000
scores,0,3,1,1,177,1107.180790960,0,18432000
scores,1,0,0,1,169,1154.313609467,0,18432000
scores,1,1,0,2,156,1259.256410256,0,18432000
scores,1,2,0,2,156,1260.326923077,0,18432000
scores,1,3,0,1,170,1155.711764706,0,18432000
scores,2,0,0,1,171,1155.906432749,0,18432000
scores,2,1,0,4,132,1462.818181818,0,18432000
scores,2,2,0,4,135,1463.444444444,0,18432000
scores,2,3,0,1,169,1156.325443787,0,18432000
norm,0,0,1,1,177,1107.553672316,0,18432000
norm,0,1,0,1,174,1134.155172414,0,18432000
norm,0,2,0,1,175,1133.971428571,0,18432000
norm,0,3,1,1,177,1108.802259887,0,18432000
norm,1,0,0,1,173,1133.375722543,0,18432000
norm,1,1,0,2,149,1325.389261745,0,18432000
norm,1,2,0,2,147,1325.204081633,0,18432000
norm,1,3,0,1,172,1133.465116279,0,18432000
norm,2,0,0,1,174,1132.781609195,0,18432000
norm,2,1,0,4,110,1782.000000000,0,18432000
norm,2,2,0,4,110,1781.945454545,0,18432000
norm,2,3,0,1,173,1133.138728324,0,18432000
av,0,0,1,1,178,1108.308988764,0,18432000
av,0,1,0,1,172,1133.686046512,0,18432000
av,0,2,0,1,172,1133.982558140,0,18432000
av,0,3,1,1,177,1108.237288136,0,18432000
av,1,0,0,1,173,1133.913294798,0,18432000
av,1,1,0,2,163,1189.779141104,0,18432000
av,1,2,0,2,163,1189.496932515,0,18432000
av,1,3,0,1,170,1133.511764706,0,18432000
av,2,0,0,1,174,1134.298850575,0,18432000
av,2,1,0,4,148,1302.527027027,0,18432000
av,2,2,0,4,149,1302.637583893,0,18432000
av,2,3,0,1,169,1134.431952663,0,18432000
project,0,0,1,1,174,1110.724137931,0,18432000
project,0,1,0,1,172,1125.023255814,0,18432000
project,0,2,0,1,175,1125.514285714,0,18432000
project,0,3,1,1,157,1110.171974522,0,18432000
project,1,0,0,1,177,1125.056497175,0,18432000
project,1,1,0,2,170,1161.276470588,0,18432000
project,1,2,0,2,170,1161.005882353,0,18432000
project,1,3,0,1,176,1125.761363636,0,18432000
project,2,0,0,1,174,1124.890804598,0,18432000
project,2,1,0,4,160,1230.825000000,0,18432000
project,2,2,0,4,160,1229.831250000,0,18432000
project,2,3,0,1,175,1124.342857143,0,18432000
