phase,comparison,slot,original,repeats,launches,mean_us,byte_diff,checked_bytes
packv,0,0,1,1,196,1139.760204082,0,18432000
packv,0,1,0,1,168,1248.821428571,0,18432000
packv,0,2,0,1,162,1240.746913580,0,18432000
packv,0,3,1,1,182,1155.532967033,0,18432000
packv,1,0,0,1,166,1240.632530120,0,18432000
packv,1,1,0,2,145,1433.406896552,0,18432000
packv,1,2,0,2,146,1445.191780822,0,18432000
packv,1,3,0,1,169,1254.177514793,0,18432000
packv,2,0,0,1,166,1241.722891566,0,18432000
packv,2,1,0,4,111,1879.675675676,0,18432000
packv,2,2,0,4,111,1873.954954955,0,18432000
packv,2,3,0,1,161,1245.509316770,0,18432000
