kind,accumulators,groups,iterations,sample,launches,start_tick,end_tick,wall_ms,event_ms,flops_per_launch,wall_tflops,event_tflops
fp16,8,256,2048,0,12,196710562,196710828,260.356000000,259.703491211,4398046511104,202.709206368,203.218516190
fp16,8,256,2048,1,12,196710828,196711078,259.174000000,258.926452637,4398046511104,203.633690622,203.828375185
fp16,8,256,2048,2,12,196711078,196711343,258.328000000,258.115081787,4398046511104,204.300571882,204.469098698
fp16,8,256,2048,3,12,196711343,196711593,261.439000000,261.169708252,4398046511104,201.869492055,202.077639426
fp16,8,256,2048,4,12,196711593,196711859,257.071000000,256.838745117,4398046511104,205.299540334,205.485189196
fp16,8,256,2048,5,12,196711859,196712109,256.843000000,256.608581543,4398046511104,205.481785111,205.669497941
fp16,8,256,2048,6,12,196712109,196712375,258.416000000,258.063629150,4398046511104,204.231000144,204.509865675
fp16,8,256,2048,7,12,196712375,196712625,256.278000000,256.115966797,4398046511104,205.934797888,206.065083694
fp16,8,256,2048,8,12,196712625,196712890,256.595000000,256.232788086,4398046511104,205.680384003,205.971134793
