repeat,candidate,slot,mode,frames,ms,target_calls,replaced
0,5,0,0,40,11.496325000,360,0
0,5,1,5,40,11.487350000,360,40
0,5,2,5,40,11.555000000,360,40
0,5,3,0,40,11.629775000,360,0
0,6,0,0,40,11.596325000,360,0
0,6,1,6,40,11.368950000,360,360
0,6,2,6,40,11.372850000,360,360
0,6,3,0,40,11.575175000,360,0
