test,slot,mode,frames,wall_ms,bitdiff,calls,perframe,start_ms,end_ms
1,0,0,160,17.819806250,0,0,218,288068781,288071625
1,1,1,160,17.610331250,0,34880,218,288072171,288074984
1,2,1,160,17.637031250,0,34880,218,288075515,288078343
1,3,0,160,17.888131250,0,0,218,288078875,288081734
1,4,0,160,17.938700000,0,0,218,288082281,288085156
1,5,1,160,17.699506250,0,34880,218,288085687,288088515
1,6,1,160,17.728393750,0,34880,218,288089062,288091890
1,7,0,160,17.965262500,0,0,218,288092437,288095312
2,0,0,160,17.962181250,0,0,218,288095843,288098718
2,1,2,160,18.118006250,0,34880,218,288099265,288102171
2,2,2,160,18.124050000,0,34880,218,288102718,288105625
2,3,0,160,18.016600000,0,0,218,288106156,288109046
2,4,0,160,18.032006250,0,0,218,288109593,288112468
2,5,2,160,18.163812500,0,34880,218,288113031,288115937
2,6,2,160,18.148743750,0,34880,218,288116484,288119390
2,7,0,160,18.070962500,0,0,218,288119921,288122828
