test,slot,mode,frames,wall_ms,bitdiff,calls,perframe,start_ms,end_ms
1,0,0,160,16.933912500,0,0,218,334640078,334642796
1,1,1,160,17.104937500,0,34880,218,334643312,334646062
1,2,1,160,17.124125000,0,34880,218,334646578,334649312
1,3,0,160,17.042443750,0,0,218,334649843,334652562
1,4,0,160,17.064206250,0,0,218,334653093,334655828
1,5,1,160,17.179643750,0,34880,218,334656359,334659109
1,6,1,160,17.214368750,0,34880,218,334659625,334662390
1,7,0,160,17.099968750,0,0,218,334662906,334665640
2,0,0,160,17.150906250,0,0,218,334666171,334668921
2,1,2,160,17.298756250,0,34880,218,334669453,334672218
2,2,2,160,17.270756250,0,34880,218,334672750,334675515
2,3,0,160,17.108137500,0,0,218,334676046,334678781
2,4,0,160,17.123368750,0,0,218,334679312,334682046
2,5,2,160,17.300950000,0,34880,218,334682578,334685343
2,6,2,160,17.315906250,0,34880,218,334685875,334688640
2,7,0,160,17.157462500,0,0,218,334689171,334691921
3,0,0,160,17.141600000,0,0,218,334692453,334695187
3,1,3,160,17.258237500,0,34880,218,334695718,334698484
3,2,3,160,17.253831250,0,34880,218,334699015,334701765
3,3,0,160,17.172843750,0,0,218,334702296,334705046
3,4,0,160,17.155568750,0,0,218,334705562,334708312
3,5,3,160,17.274625000,0,34880,218,334708843,334711609
3,6,3,160,17.275262500,0,34880,218,334712140,334714890
3,7,0,160,17.227687500,0,0,218,334715421,334718187
